Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC26,OUT017,1805.138
NCF43,OUT027,3407.9736
NCR50,OUT035,2622.2036
FDE39,OUT018,1712.444
FDN49,OUT027,1003.2732
DRG11,OUT035,1702.2095
NCA18,OUT049,1950.9822
FDM36,OUT018,2686.9712
FDW32,OUT017,1357.9977
NCQ18,OUT010,313.68967
FDX14,OUT027,2144.5671
FDD46,OUT017,2324.2327
FDI34,OUT019,563.84454
NCJ17,OUT035,1406.9214
FDB52,OUT035,3873.349
FDV55,OUT018,2105.3718
FDC57,OUT046,3028.9526
FDB29,OUT046,1933.6167
NCO43,OUT035,1809.9387
FDG44,OUT045,892.06165
FDJ34,OUT045,2065.0278
FDH40,OUT049,1322.429
NCD07,OUT027,3067.875
FDB41,OUT017,774.6634
FDH47,OUT018,1365.5258
DRK37,OUT035,3214.0396
FDM25,OUT019,529.80176
NCX06,OUT045,3117.2334
NCS05,OUT017,2167.7012
FDS39,OUT045,2105.5244
FDC47,OUT027,5826.432
FDG20,OUT013,2922.8062
DRL23,OUT017,1714.3491
FDY33,OUT013,2671.079
NCH18,OUT045,3824.2256
FDX47,OUT035,2367.8604
NCB06,OUT045,2611.4812
FDP36,OUT049,769.24744
FDW44,OUT018,2772.183
NCU41,OUT018,2699.3481
NCS17,OUT046,1507.8933
FDD46,OUT035,2330.4475
FDE45,OUT017,2943.0056
FDI09,OUT017,3736.3787
NCJ54,OUT010,665.92474
NCA29,OUT018,2687.0532
NCN41,OUT027,3237.3079
FDY34,OUT035,2833.3274
NCG55,OUT035,1984.1853
DRM49,OUT046,736.17303
NCB42,OUT049,1964.5334
FDE58,OUT045,1988.9537
DRJ25,OUT013,761.3677
FDS47,OUT010,343.80762
FDY21,OUT049,3193.0842
NCI54,OUT013,1838.8496
FDO24,OUT017,2600.805
FDY43,OUT035,2881.5168
FDF35,OUT018,1471.8895
NCP29,OUT019,291.5172
FDN28,OUT027,2629.8887
FDJ50,OUT018,678.815
FDQ14,OUT027,3352.5767
FDC37,OUT035,1720.6909
FDN08,OUT046,1905.9294
FDD04,OUT035,2191.8345
FDW34,OUT018,3322.759
FDP04,OUT017,1054.1956
NCG07,OUT017,3161.4648
NCN14,OUT018,2763.2666
FDJ16,OUT045,894.918
NCM42,OUT045,1686.557
NCF19,OUT046,748.8384
FDY21,OUT018,3091.441
FDY19,OUT035,2023.1941
FDV09,OUT045,2432.165
FDA28,OUT013,2182.935
FDC38,OUT018,1780.5228
FDL28,OUT045,3858.0908
NCH43,OUT049,3436.3857
NCN53,OUT045,749.13715
NCW05,OUT017,1752.1306
NCO30,OUT018,2562.442
FDT04,OUT019,194.8479
FDB27,OUT018,3123.4592
NCK07,OUT013,2874.2798
NCA53,OUT013,753.9589
FDB33,OUT018,2373.1245
FDU37,OUT017,1360.7589
FDR13,OUT035,1957.984
FDE45,OUT049,3082.5522
FDV37,OUT017,3207.3042
FDX44,OUT019,336.31824
NCL06,OUT017,4084.6843
FDJ28,OUT045,3145.8655
FDX55,OUT049,3509.713
NCK17,OUT018,612.4735
FDH52,OUT035,999.4533
FDN13,OUT027,2738.3035
FDK44,OUT018,2730.3044
FDU16,OUT046,1279.7394
FDZ07,OUT017,991.3351
NCN06,OUT027,4035.5398
FDH02,OUT010,350.43692
NCW18,OUT045,3728.8723
FDH57,OUT013,2194.3171
FDV35,OUT045,2447.492
NCU29,OUT013,2387.178
NCP02,OUT046,855.10443
FDN44,OUT013,2727.1218
FDX03,OUT018,603.87964
FDR11,OUT010,527.54297
FDA36,OUT046,3112.5552
FDP58,OUT027,5312.134
FDH31,OUT045,1527.4933
FDH34,OUT035,3182.539
FDS13,OUT035,3669.027
FDT01,OUT018,3001.8225
FDY09,OUT049,2985.1965
FDV33,OUT027,5874.282
NCW29,OUT010,371.10867
NCN17,OUT045,1628.0669
FDX01,OUT046,1933.8586
FDL03,OUT049,3084.486
DRL59,OUT049,891.77313
DRM11,OUT027,4608.054
FDA43,OUT049,3195.2644
FDZ56,OUT010,510.697
FDI44,OUT018,975.3477
FDB50,OUT013,1323.6646
FDU15,OUT019,239.86823
NCJ19,OUT019,278.0729
FDD48,OUT013,1958.4913
NCW42,OUT035,3580.8052
FDL24,OUT017,2992.7644
NCB30,OUT013,3127.05
FDK25,OUT013,2945.407
FDW28,OUT049,3120.6177
FDD47,OUT017,2934.4487
FDK16,OUT019,323.08072
FDW37,OUT046,1439.7062
FDA48,OUT035,3521.8606
FDA14,OUT017,2476.6772
FDV15,OUT013,1669.559
FDN22,OUT049,3778.9202
NCD55,OUT045,695.7561
FDY43,OUT013,2887.2344
NCU05,OUT017,1336.7742
FDF10,OUT035,2524.8965
FDR39,OUT018,2832.3672
FDG40,OUT013,652.5418
FDZ28,OUT019,316.86493
FDE02,OUT045,1514.1991
FDU60,OUT049,2775.3616
FDM21,OUT013,3882.2021
FDV52,OUT019,308.71506
NCW06,OUT013,3073.7449
FDX36,OUT035,3674.4883
FDT35,OUT027,4397.9346
NCL19,OUT010,394.21072
NCD31,OUT046,2745.1995
FDE53,OUT019,301.79263
FDW58,OUT019,309.4817
DRF48,OUT046,3114.9368
FDW57,OUT035,2819.2673
DRH13,OUT017,1697.0416
FDT33,OUT013,2859.7317
DRK47,OUT027,4634.0977
FDY22,OUT010,403.88138
FDC35,OUT019,590.6055
FDO03,OUT013,4007.5037
FDF24,OUT045,1311.2078
FDF56,OUT018,2870.4248
FDD28,OUT013,854.69714
FDG53,OUT027,3381.1777
FDO27,OUT019,307.2569
NCF54,OUT018,2633.8662
FDC20,OUT027,1744.9438
FDU10,OUT046,685.87775
DRA24,OUT018,2387.284
FDA02,OUT010,448.0308
FDG10,OUT017,933.6027
FDW39,OUT010,569.77527
FDP04,OUT019,291.85214
NCM55,OUT013,3148.8596
FDG47,OUT045,4218.0986
NCU41,OUT017,3117.6316
NCK31,OUT017,801.35126
FDZ46,OUT045,1710.3008
FDU13,OUT027,3283.9885
NCF19,OUT045,772.9512
NCJ43,OUT013,2853.4817
NCJ05,OUT045,2412.703
FDS04,OUT027,3211.2173
FDX28,OUT010,336.11526
FDB41,OUT027,1113.5499
FDG53,OUT046,2060.1436
FDL15,OUT010,454.27994
FDQ08,OUT049,988.7481
DRN36,OUT013,1539.354
FDI46,OUT013,4211.6807
FDG16,OUT027,5425.745
FDV32,OUT013,957.31604
FDF44,OUT010,395.07147
FDK04,OUT018,743.9835
NCA41,OUT013,3101.4138
FDD51,OUT017,713.8642
NCZ53,OUT045,3123.453
FDP01,OUT027,3915.3464
FDY25,OUT049,3136.583
FDB17,OUT018,2790.3142
NCV54,OUT018,1723.6753
FDJ32,OUT017,1046.4064
FDA37,OUT049,2126.6025
FDG35,OUT035,2715.9705
NCM05,OUT018,3421.7773
FDG45,OUT046,3586.6714
FDH28,OUT013,678.2506
NCE18,OUT049,4118.2754
FDH38,OUT045,1944.85
FDR56,OUT013,3139.5095
FDH17,OUT027,2596.4692
FDD39,OUT049,3489.455
FDB41,OUT049,764.4114
NCR53,OUT046,3459.8909
FDX46,OUT017,907.4311
FDV28,OUT049,658.2816
FDA08,OUT018,2471.9973
FDH45,OUT017,715.36554
NCS38,OUT010,356.81265
FDD40,OUT010,643.68475
DRM59,OUT035,2376.2039
NCJ43,OUT018,2675.795
NCN29,OUT013,758.51385
NCC19,OUT045,3088.655
FDR56,OUT035,3220.9575
FDZ43,OUT049,4153.2246
FDJ32,OUT010,280.2045
DRH03,OUT017,1410.253
NCZ54,OUT035,2783.9888
FDE26,OUT017,2424.9287
FDS03,OUT045,1035.8308
DRZ24,OUT019,324.1734
FDO48,OUT027,5480.247
FDW39,OUT049,2940.6768
NCK05,OUT049,995.6284
NCK30,OUT017,4000.7512
FDT27,OUT018,3272.8186
FDS08,OUT019,508.49695
NCJ19,OUT049,892.6012
FDC58,OUT045,713.7499
DRE37,OUT013,3170.4927
FDW02,OUT035,2209.9626
FDJ02,OUT010,473.44736
FDX09,OUT045,2801.2803
FDT31,OUT010,635.4381
FDI24,OUT049,3055.7427
FDY09,OUT045,2836.6748
FDV28,OUT045,650.16895
DRM47,OUT049,3246.7979
FDT52,OUT019,582.48627
FDI48,OUT018,736.13257
FDY55,OUT017,4211.8804
FDU48,OUT013,2192.8389
FDN25,OUT045,880.4929
FDP20,OUT049,2171.4258
FDJ15,OUT013,3282.509
FDD04,OUT018,1751.5974
FDY58,OUT045,3831.355
FDR37,OUT018,2959.8757
FDF44,OUT013,2157.0044
FDD32,OUT045,1322.0734
FDR57,OUT017,2475.0073
DRG39,OUT027,1735.1504
FDX15,OUT017,2654.4963
DRN37,OUT045,2651.5952
FDW40,OUT027,3396.1272
FDB32,OUT049,1485.9791
FDM40,OUT018,1809.931
FDE39,OUT027,2791.2947
DRH49,OUT017,1339.2732
FDT46,OUT049,767.56903
NCF06,OUT035,3781.4429
FDP07,OUT017,3166.0405
FDC04,OUT013,4135.398
FDZ32,OUT017,1674.8645
FDD50,OUT045,2714.201
FDU56,OUT017,3195.3665
FDV34,OUT017,1094.4794
NCY41,OUT013,668.71045
NCK18,OUT046,2688.5205
DRH25,OUT049,890.9138
FDT57,OUT046,3894.8596
FDV56,OUT018,1519.9545
FDV12,OUT045,1537.505
FDN52,OUT017,1433.1381
FDX38,OUT035,777.09814
FDE47,OUT018,1776.8794
NCO07,OUT013,3441.8833
FDV09,OUT027,3662.1416
FDZ23,OUT019,565.3988
DRH51,OUT018,1142.7794
NCY54,OUT045,2813.3418
DRG49,OUT013,4332.3765
NCC19,OUT049,3179.9172
NCV53,OUT045,4220.0405
FDZ47,OUT019,299.1986
NCO26,OUT018,1653.202
NCP02,OUT045,986.26385
NCW30,OUT018,3180.174
NCN55,OUT046,3766.1833
FDB20,OUT010,335.89075
DRL11,OUT013,2530.654
DRD60,OUT045,2946.951
FDW14,OUT010,344.31647
FDL27,OUT010,302.45956
FDU09,OUT018,746.47845
DRH36,OUT027,2094.245
FDP34,OUT027,3771.0835
FDE04,OUT017,2954.3347
FDZ57,OUT027,3486.5806
FDF02,OUT010,341.23196
FDG28,OUT045,3930.6052
NCI31,OUT046,648.9382
FDT43,OUT013,759.5995
FDU20,OUT046,2204.658
FDD53,OUT013,689.09235
FDW15,OUT045,2481.8813
NCT53,OUT045,2610.0742
NCG55,OUT027,3026.9133
FDD48,OUT035,1949.8619
FDG47,OUT049,4290.5713
FDI21,OUT017,1147.681
FDT27,OUT017,3983.3687
DRO35,OUT013,1992.0618
FDD33,OUT017,3951.3503
FDC04,OUT035,3990.2932
FDY34,OUT013,2671.1943
DRJ49,OUT049,2135.0737
FDE05,OUT049,2430.2366
FDU31,OUT017,3695.9795
NCN19,OUT027,5166.7207
FDK56,OUT027,5225.0273
FDK58,OUT017,1679.3784
NCJ42,OUT035,1750.1849
FDZ34,OUT027,5008.9907
FDA52,OUT018,2671.8687
NCR29,OUT013,860.19073
FDT48,OUT035,3260.937
DRJ51,OUT019,569.27313
NCS54,OUT046,2888.828
FDV01,OUT035,2487.4893
DRG51,OUT027,3825.8806
NCG42,OUT013,2193.0137
FDA51,OUT049,1917.5276
FDV19,OUT010,556.255
NCT18,OUT045,3299.9285
NCS41,OUT045,3114.9343
FDO03,OUT046,3770.333
FDL12,OUT010,265.39728
FDY37,OUT010,494.3727
FDI58,OUT049,1415.7963
FDT28,OUT018,2075.6428
NCC42,OUT010,379.86255
FDO01,OUT017,2143.1206
FDJ02,OUT013,2483.2231
FDQ04,OUT018,610.5659
DRL47,OUT013,2180.4624
FDZ32,OUT035,1686.5302
FDC35,OUT035,3448.3755
FDX14,OUT045,1056.7234
FDZ35,OUT013,1659.1562
FDL14,OUT013,2432.8162
FDO04,OUT049,889.4181
DRK11,OUT017,2404.4534
FDB44,OUT018,3061.7048
FDZ50,OUT049,3263.7996
FDI12,OUT027,2412.4458
FDU43,OUT017,4079.6067
FDD58,OUT010,335.2235
FDB27,OUT017,3228.2249
FDB04,OUT018,1140.9169
NCO17,OUT013,1990.326
FDL12,OUT017,902.17786
DRJ13,OUT049,2729.101
FDD57,OUT045,1528.7075
FDW19,OUT035,1722.173
DRD27,OUT018,1493.2797
FDH27,OUT027,3445.5217
NCW30,OUT027,6379.4375
FDR40,OUT018,975.8175
FDG05,OUT013,2446.8062
NCY41,OUT019,207.46872
FDI38,OUT018,3052.0151
FDR20,OUT046,698.94434
FDE09,OUT017,1707.502
FDN50,OUT019,324.20074
DRF27,OUT045,2441.633
DRF51,OUT013,646.1619
NCO02,OUT019,282.2814
FDB51,OUT027,1853.7697
FDJ50,OUT013,856.31287
FDN52,OUT013,1344.2378
FDX14,OUT013,1235.7072
FDT27,OUT019,600.6959
FDV10,OUT013,697.51685
FDU33,OUT046,717.5126
FDU58,OUT046,3166.0046
NCP42,OUT027,5483.424
FDL51,OUT027,5280.0083
DRH15,OUT027,1076.6495
FDU16,OUT017,1402.3539
FDW15,OUT017,2524.417
FDQ44,OUT045,2091.5503
NCI06,OUT027,4988.7246
DRK23,OUT019,658.9374
FDC28,OUT035,1711.8312
NCY17,OUT019,234.95416
NCV05,OUT018,2168.9795
FDM34,OUT019,332.35474
DRD60,OUT027,5488.645
FDT38,OUT046,1313.9131
FDQ57,OUT018,2152.7263
FDE59,OUT027,963.7369
NCM43,OUT046,2696.0115
DRI51,OUT049,2917.4512
NCG30,OUT017,2144.283
NCK54,OUT035,1959.0258
FDQ16,OUT019,308.08035
FDI36,OUT013,3125.117
FDX16,OUT027,3741.3425
FDA34,OUT046,2912.83
FDJ48,OUT018,3394.7395
FDU47,OUT035,2133.4941
FDS39,OUT046,2105.3784
FDD11,OUT046,3781.77
FDM16,OUT027,1963.6594
FDU56,OUT018,2816.0154
FDQ32,OUT017,2198.7117
DRK35,OUT013,712.765
FDA58,OUT049,3928.4402
DRG48,OUT019,434.975
FDT59,OUT010,685.06726
FDQ31,OUT019,336.31824
FDS51,OUT018,777.8219
FDW32,OUT027,2529.1643
FDI15,OUT027,4221.836
NCV30,OUT017,1002.3224
DRG25,OUT049,3282.5242
FDT02,OUT013,655.6167
FDO33,OUT027,3113.355
FDP38,OUT035,790.60254
FDZ45,OUT035,3240.6213
NCA54,OUT027,4990.951
FDU33,OUT017,781.2499
FDN58,OUT017,3967.9033
FDI05,OUT045,1202.1307
FDM57,OUT019,333.92947
NCS42,OUT027,2556.9468
FDB57,OUT045,3647.143
FDC03,OUT045,3186.0615
FDZ58,OUT013,2075.9521
NCK29,OUT045,2117.2593
NCR53,OUT045,3553.166
FDE26,OUT027,3834.516
FDU52,OUT049,2363.6418
FDE41,OUT027,2210.79
FDU38,OUT018,2802.9082
FDA52,OUT017,2773.547
FDW46,OUT046,1002.50256
DRI59,OUT035,3801.0369
FDT38,OUT035,1333.5518
FDL33,OUT018,3071.8052
FDQ01,OUT027,6184.3335
FDJ08,OUT046,3047.2273
FDQ47,OUT049,662.6983
NCZ18,OUT013,4241.65
FDE29,OUT017,988.4726
FDF10,OUT027,3250.2144
FDC48,OUT049,1328.879
FDY58,OUT013,4058.5786
NCX30,OUT010,830.1297
FDV11,OUT013,2914.5945
FDT46,OUT046,750.6062
DRD01,OUT019,273.90265
FDQ11,OUT013,3893.855
NCM41,OUT017,1471.0604
NCC55,OUT013,660.2742
FDG45,OUT027,5442.9316
NCQ54,OUT049,2877.73
FDM34,OUT045,2154.3833
FDD17,OUT019,604.19214
FDN38,OUT027,6354.447
FDB53,OUT018,2075.6428
NCL06,OUT035,4072.1707
NCV18,OUT019,329.88724
FDX25,OUT013,3208.1628
FDB39,OUT046,849.98303
FDC33,OUT049,3255.7468
NCO14,OUT018,614.0336
FDA58,OUT027,6358.358
NCQ02,OUT017,3230.8716
NCR53,OUT017,3729.2708
FDN52,OUT046,1366.6471
FDG26,OUT046,3780.5593
FDE23,OUT027,1288.5078
DRI37,OUT013,861.86346
DRH37,OUT018,2409.1409
FDO01,OUT035,2187.0981
FDK45,OUT049,1964.656
FDP23,OUT049,3611.1382
FDM33,OUT035,3537.0562
FDD36,OUT017,2099.702
FDL56,OUT017,1407.182
FDT27,OUT010,719.3818
FDG52,OUT017,728.9106
NCL42,OUT035,4023.9656
DRJ24,OUT046,3055.6758
FDV38,OUT046,821.4912
FDT35,OUT045,2737.6226
FDY51,OUT045,3369.8267
FDC37,OUT017,1709.5386
NCP43,OUT013,2802.2456
FDO33,OUT045,1826.9161
FDW04,OUT018,1759.5707
NCC31,OUT046,2343.7927
FDK22,OUT049,3461.681
FDJ50,OUT017,919.8117
FDV13,OUT017,1449.5494
DRL60,OUT017,2455.879
FDW03,OUT017,1859.1737
FDY27,OUT035,2782.573
FDB39,OUT027,1735.1504
FDU59,OUT045,2490.224
FDZ57,OUT049,2170.327
FDO21,OUT049,3895.9688
FDS43,OUT018,2797.7803
FDU28,OUT010,592.7957
FDC51,OUT010,403.8286
FDW16,OUT010,320.6351
FDP32,OUT010,376.11954
FDB60,OUT019,559.6161
NCQ30,OUT046,2044.323
FDD26,OUT049,3203.8176
FDI44,OUT045,1299.6842
DRH23,OUT046,850.13995
FDO44,OUT046,1702.5616
FDG04,OUT046,3059.7412
FDM32,OUT027,2593.2678
FDM09,OUT013,2872.542
FDZ47,OUT013,1577.2751
FDM40,OUT027,3194.9956
FDY48,OUT017,1670.8016
NCM30,OUT045,701.10077
FDX36,OUT010,684.84534
DRF03,OUT017,687.0934
FDN51,OUT049,4329.883
FDM57,OUT049,1349.3291
FDB35,OUT049,1494.395
FDY13,OUT027,2297.2522
FDA37,OUT017,2101.7112
NCX53,OUT017,2269.8357
FDD59,OUT018,1001.9661
FDX10,OUT019,194.42624
FDC03,OUT018,2847.2522
FDW43,OUT035,4011.4355
FDW10,OUT046,2520.9617
FDY14,OUT027,6602.4873
FDV43,OUT045,726.46954
FDO40,OUT013,2513.2134
FDP46,OUT027,2576.3037
NCE43,OUT019,496.57315
FDD05,OUT035,2247.4385
FDJ60,OUT010,499.90582
DRE27,OUT018,1342.2671
FDO11,OUT035,4377.872
DRG11,OUT027,2634.0938
FDK33,OUT010,689.0156
DRM23,OUT045,2751.5742
FDJ02,OUT027,3981.5718
NCZ05,OUT045,1655.7274
NCL30,OUT013,2222.4087
FDZ19,OUT018,2702.8022
FDM45,OUT049,2095.4448
FDO36,OUT046,2665.9785
NCK31,OUT045,778.749
DRJ37,OUT045,2422.7117
FDP24,OUT018,1660.4882
FDF46,OUT013,1947.2012
FDX46,OUT019,280.19174
NCL18,OUT045,2904.7534
FDJ26,OUT013,3296.6978
FDJ07,OUT045,1934.3691
FDY15,OUT013,2357.8748
DRG01,OUT045,1200.3202
FDF58,OUT045,1053.3928
FDZ14,OUT019,308.70517
FDP31,OUT049,980.4066
FDH45,OUT013,703.0993
FDA09,OUT010,554.2477
FDW31,OUT035,3211.2732
FDA57,OUT046,682.79034
NCE55,OUT035,2774.4868
FDC17,OUT019,654.40186
FDC59,OUT013,1002.0128
FDA22,OUT013,2848.437
FDK52,OUT035,3853.889
NCM26,OUT046,2382.5095
NCT53,OUT035,2784.014
FDW45,OUT018,2131.1475
NCI18,OUT035,3723.4016
FDE38,OUT018,2427.2524
FDF08,OUT019,333.40018
FDY58,OUT010,711.25757
FDF58,OUT019,304.19043
FDX39,OUT017,3752.646
FDB44,OUT049,3538.5542
FDF28,OUT013,2188.9941
FDE39,OUT013,1896.9395
FDT37,OUT018,3365.1091
FDZ45,OUT017,3265.6035
FDO40,OUT035,2615.4392
FDM57,OUT027,2258.5862
DRG36,OUT017,2934.85
FDY36,OUT010,299.19736
DRL60,OUT027,3800.8076
FDS25,OUT019,323.25098
DRF49,OUT027,2964.2925
FDP16,OUT045,3955.1516
FDS60,OUT049,2459.0073
FDU15,OUT027,1007.81305
FDK43,OUT046,2069.0933
FDN25,OUT046,829.4847
FDE53,OUT049,1650.7134
FDB22,OUT013,2400.6316
FDE39,OUT017,2063.058
FDX35,OUT035,3731.2449
NCG54,OUT049,2988.4216
FDH27,OUT035,2363.2778
NCK42,OUT013,3315.4773
FDS25,OUT049,1717.2244
FDI10,OUT018,2727.327
FDU35,OUT035,1662.0292
FDI04,OUT017,3264.0662
DRK23,OUT035,4321.264
FDB53,OUT019,400.8397
FDY02,OUT049,4242.0083
FDM60,OUT035,706.52203
NCJ31,OUT010,704.56104
DRP35,OUT017,2190.1445
NCQ30,OUT018,1763.1134
DRL11,OUT010,526.6729
FDU01,OUT013,3089.2944
FDR39,OUT035,2926.7227
FDO08,OUT046,2660.0144
FDC02,OUT045,4108.5303
NCZ29,OUT035,2144.1338
FDF29,OUT010,386.96152
FDZ23,OUT017,3239.3987
NCU53,OUT018,2433.6533
NCW30,OUT013,3792.3022
NCM26,OUT027,3651.0073
FDV50,OUT027,2992.0537
FDW15,OUT049,2505.6028
FDI35,OUT027,5433.5034
FDO11,OUT017,4376.358
FDN48,OUT046,1434.883
NCA17,OUT049,2285.455
NCN54,OUT013,1286.8918
FDP22,OUT013,753.4013
NCB54,OUT035,2096.3293
FDD08,OUT045,668.588
DRM48,OUT010,210.56508
FDG41,OUT027,2870.5217
FDE44,OUT027,1341.4004
FDE26,OUT035,2427.837
NCS38,OUT013,1916.2273
NCJ54,OUT018,3135.782
FDI40,OUT019,304.46436
FDN45,OUT018,3182.873
FDU43,OUT046,3877.5576
FDI04,OUT010,633.54834
NCC07,OUT018,1496.5366
NCC07,OUT019,299.283
NCD18,OUT045,3824.7056
FDU55,OUT035,4575.2036
FDX59,OUT035,668.16583
FDR52,OUT049,3256.1199
NCP17,OUT013,979.82654
FDQ32,OUT045,2158.1936
NCT17,OUT049,3236.6523
FDO10,OUT049,898.09814
FDE32,OUT049,638.92114
FDN44,OUT045,2682.7742
FDH02,OUT035,1459.2682
FDK60,OUT013,1681.8728
FDS24,OUT019,332.9016
FDL03,OUT010,668.31995
FDB46,OUT027,5290.874
FDO48,OUT049,3782.8625
FDZ39,OUT049,1694.3678
FDT02,OUT027,960.8039
FDC50,OUT013,1550.9933
FDP39,OUT035,799.8368
DRG15,OUT018,774.0848
FDP10,OUT018,1483.5739
FDF53,OUT027,5246.58
FDN34,OUT045,2915.2097
FDK02,OUT045,2048.446
FDC23,OUT045,2847.0046
FDJ10,OUT019,332.02814
FDE53,OUT035,1690.2302
FDR25,OUT035,4075.0132
FDW50,OUT046,2626.1396
FDS09,OUT049,780.9269
FDW49,OUT010,493.5901
FDU51,OUT046,2620.655
FDF28,OUT018,1755.5024
NCY30,OUT018,2537.78
FDD44,OUT045,4318.868
FDX09,OUT017,2877.5637
NCF30,OUT013,2234.3462
FDZ50,OUT019,566.44495
FDW37,OUT013,1433.6705
FDD11,OUT049,3974.5374
DRH39,OUT018,887.9287
FDA36,OUT049,3096.9622
NCG43,OUT049,1434.3407
FDF02,OUT035,1723.6199
FDP57,OUT027,2617.9321
NCE42,OUT017,3632.0618
NCR38,OUT027,5971.413
FDP03,OUT019,329.13458
FDO51,OUT035,732.20465
NCQ42,OUT046,2114.886
NCM41,OUT046,1406.2545
FDH48,OUT027,2208.4453
DRF60,OUT046,3828.6565
FDJ27,OUT035,1629.7902
FDQ14,OUT013,2366.9866
FDN27,OUT017,1865.8293
NCQ02,OUT046,3036.1233
FDJ33,OUT049,2145.778
FDP07,OUT027,5509.4946
DRE01,OUT049,4045.0527
FDU36,OUT045,1634.8005
FDL28,OUT017,3983.394
NCX53,OUT046,2178.0593
FDZ39,OUT013,1705.4137
NCP42,OUT013,3155.38
FDJ14,OUT035,1358.836
FDK04,OUT049,885.38055
NCC19,OUT017,3074.0547
FDS09,OUT018,678.4624
FDZ02,OUT046,1613.0272
FDD35,OUT018,1778.5698
NCY42,OUT017,2413.551
FDB05,OUT045,3657.5198
FDF20,OUT035,3225.1238
NCO41,OUT018,1369.4106
FDC40,OUT027,2147.5764
FDV58,OUT045,2701.6704
FDZ57,OUT045,2081.4795
DRM35,OUT046,2851.8079
DRN36,OUT018,1340.3882
FDQ13,OUT046,1355.8059
DRO35,OUT010,344.32498
NCD43,OUT035,1678.9783
FDA51,OUT018,1646.467
NCX17,OUT027,6347.845
NCZ17,OUT049,711.8321
FDR11,OUT027,3835.466
FDW34,OUT049,4224.758
FDN50,OUT017,1487.7372
FDS09,OUT046,751.7816
FDS48,OUT018,2172.0505
FDL44,OUT049,2761.25
DRF48,OUT018,2630.4917
FDA14,OUT018,2069.509
NCD30,OUT049,1530.2369
FDI16,OUT017,788.7993
NCG06,OUT035,4102.1455
DRZ24,OUT035,2064.5544
NCS17,OUT045,1526.3752
FDB37,OUT045,3983.4973
FDE10,OUT035,2106.9512
FDC57,OUT045,3037.7302
FDM12,OUT018,2760.1348
FDE24,OUT049,2227.9954
FDW22,OUT045,3510.6802
DRD01,OUT027,1486.4584
NCZ18,OUT027,5930.7983
FDN49,OUT045,676.4112
FDR22,OUT035,2097.6873
FDV08,OUT019,229.40549
FDY39,OUT046,3249.288
FDV36,OUT049,2247.2275
FDO60,OUT045,723.1811
FDU04,OUT027,2848.0854
FDR20,OUT027,1305.2294
FDW19,OUT019,313.11026
FDU40,OUT049,2700.0005
FDK15,OUT045,1528.0289
DRF15,OUT035,2425.7446
FDQ25,OUT017,2944.481
FDI48,OUT019,269.99603
FDS49,OUT046,1288.9229
FDV22,OUT046,2684.8135
NCV42,OUT046,1690.9507
FDX26,OUT046,2984.0793
FDI33,OUT018,1212.7284
FDZ14,OUT049,2076.7007
FDG10,OUT013,885.6136
FDM38,OUT018,676.41425
FDG26,OUT027,6152.754
FDH46,OUT035,1659.1599
FDN13,OUT018,1470.4014
FDU57,OUT035,2340.5686
NCI06,OUT046,2865.3918
FDM38,OUT045,894.11694
NCG42,OUT010,368.51187
FDL39,OUT045,2796.4543
FDT31,OUT019,587.8624
FDV59,OUT013,3430.3887
FDB49,OUT035,1658.3842
FDD58,OUT049,1629.5024
DRN59,OUT046,745.427
FDX48,OUT049,2454.7231
FDQ11,OUT049,3893.929
FDY12,OUT049,873.92944
FDQ11,OUT045,3772.011
DRI11,OUT017,1925.4492
FDY32,OUT027,4010.6438
FDS51,OUT045,982.60223
FDR19,OUT010,479.10587
DRB13,OUT018,2575.57
FDS21,OUT035,1010.7088
FDQ40,OUT045,2861.678
NCE55,OUT013,2923.4534
FDX43,OUT027,4202.168
FDS12,OUT049,2137.1135
DRK01,OUT027,2428.5557
FDN25,OUT017,895.3254
FDB60,OUT046,3086.8723
FDQ13,OUT017,1412.2631
DRK13,OUT045,3126.6345
DRF25,OUT018,594.10944
NCD42,OUT019,231.45451
FDW25,OUT045,1473.4022
NCV29,OUT027,5094.4478
NCK42,OUT035,3468.441
DRJ13,OUT027,4107.4995
DRD15,OUT017,3880.7656
FDM27,OUT045,2450.5107
FDZ50,OUT018,2824.1838
FDC04,OUT046,3810.4998
FDF50,OUT049,3172.238
FDP15,OUT045,4129.9043
FDK46,OUT035,4336.926
FDZ56,OUT018,2432.1887
FDY60,OUT049,2187.1091
FDB10,OUT035,3990.2227
FDR57,OUT045,2373.458
FDU58,OUT049,3149.2153
FDH02,OUT046,1401.6678
FDP48,OUT013,3364.7922
FDI46,OUT035,4023.7778
FDW56,OUT013,3229.9893
NCM19,OUT010,367.01154
FDS50,OUT027,5357.1143
FDK24,OUT013,720.9808
FDO36,OUT017,2916.4978
FDK45,OUT027,2956.2134
NCL05,OUT045,728.72455
FDL32,OUT018,1679.7782
FDA28,OUT049,2185.122
FDY36,OUT018,830.6777
FDP32,OUT018,1779.025
FDL50,OUT046,2055.5276
DRC24,OUT049,2553.8315
NCS18,OUT017,1686.0277
FDD16,OUT017,1178.0472
NCV18,OUT013,1387.7701
FDX07,OUT046,3015.091
NCZ05,OUT027,2606.9512
NCI31,OUT013,659.2824
FDK14,OUT049,1323.7241
NCR06,OUT045,746.80096
NCF54,OUT049,2869.4993
DRG23,OUT010,477.14105
